Va_rms,Vb_rms,Vc_rms,Ia_rms,Ib_rms,Ic_rms,Va_mag,Va_ang,Ra,Xa,Vb_mag,Vb_ang,Rb,Xb,Vc_mag,Vc_ang,Rc,Xc,RFault,A,B,C,G
6550.006575,6809.394192,6620.681309,0.006645811,0.006663955,0.006664747,9263.108132,-1.601860484,985439.312,-16901.32803,9629.937617,2.609695043,1021815.575,-4363.828989,9363.0573,0.554624861,993162.5201,21168.21394,50,0,0,0,0
6548.363482,6808.950186,6620.627142,0.006644155,0.00666379,0.006664468,9260.784448,-1.601722895,985438.3483,-16858.99434,9629.309698,2.609837932,1021774.083,-4385.953875,9362.980696,0.554509011,993196.6129,21141.44413,50,0,0,0,0
6547.361508,6809.126478,6621.669017,0.006643783,0.006664305,0.006664573,9259.367442,-1.601512545,985344.5838,-16747.59434,9629.559014,2.609650705,1021721.096,-4517.946517,9364.454129,0.554453833,993336.9561,21160.85731,50,0,0,0,0
6548.766702,6809.986302,6619.28366,0.006644838,0.006663979,0.00666363,9261.354686,-1.601701514,985395.7419,-16978.19288,9630.774987,2.609875602,1021900.659,-4362.049698,9361.080725,0.554857913,993117.7631,21245.07779,50,0,0,0,0
6550.494276,6808.601504,6620.109745,0.006645468,0.006663434,0.006664757,9263.797845,-1.601995219,985563.1261,-16926.83779,9628.816588,2.609871656,1021776.891,-4247.692383,9362.248985,0.55443777,993077.2597,21075.00831,50,0,0,0,0
6551.045684,6809.196227,6617.816637,0.00664564,0.006663555,0.006663299,9264.577653,-1.601937509,985618.6255,-17039.18301,9629.657653,2.610013085,1021848.012,-4141.557133,9359.006042,0.554579811,992950.0813,21090.86563,50,0,0,0,0
6550.71567,6808.684899,6618.454996,0.006645857,0.006663361,0.006663083,9264.110944,-1.601754179,985538.5644,-16936.95384,9628.934525,2.609793252,1021800.595,-4257.376076,9359.908817,0.554652218,993077.775,21107.22516,50,0,0,0,0
6550.738244,6809.248043,6619.973381,0.006646334,0.006663968,0.0066641,9264.142869,-1.601507417,985472.0727,-16889.58971,9629.730932,2.609910036,1021791.648,-4338.177963,9362.056138,0.554894281,993153.4559,21137.66454,50,0,0,0,0
6549.953759,6809.245578,6619.785066,0.006645324,0.006663975,0.006664146,9263.033438,-1.601838507,985503.4907,-16910.37845,9629.727445,2.60976935,1021790.384,-4302.991545,9361.78982,0.554481019,993118.7783,21117.76327,50,0,0,0,0
6549.48697,6809.302916,6619.256645,0.006644749,0.006663561,0.006664163,9262.3733,-1.602035829,985516.849,-17002.66373,9629.808534,2.609903835,1021862.662,-4250.137663,9361.042521,0.55452069,993036.1245,21153.11649,50,0,0,0,0
6550.408997,6808.969779,6619.293401,0.006645559,0.006663675,0.006663891,9263.677243,-1.601785258,985536.7158,-16932.59301,9629.337408,2.609885129,1021795.139,-4263.637173,9361.094501,0.554596445,993083.2632,21102.92163,50,0,0,0,0
6549.322709,6809.740062,6619.17634,0.006644601,0.006664014,0.006664065,9262.140999,-1.602047874,985514.1358,-16998.85163,9630.426752,2.609838119,1021858.91,-4252.949024,9360.928952,0.554402938,993038.6879,21152.58403,50,0,0,0,0
6550.6693,6809.551328,6618.705928,0.006645418,0.006664267,0.006663717,9264.045367,-1.60176241,985596.2975,-16965.26325,9630.159842,2.610006992,1021791.914,-4195.417641,9360.263689,0.554488069,993021.7576,21068.32511,50,0,0,0,0
6550.513117,6809.800612,6617.734921,0.006645329,0.006664255,0.006662929,9263.824491,-1.601670003,985585.3481,-17004.27412,9630.512382,2.610055698,1021831.305,-4183.6856,9358.890477,0.55462572,992992.9073,21099.91218,50,0,0,0,0
6550.410724,6809.321322,6621.335866,0.006645779,0.006664487,0.00666529,9263.679686,-1.601641458,985506.0894,-16834.88738,9629.834564,2.609896235,1021723.187,-4338.596405,9363.982983,0.554527754,993181.8275,21074.01956,50,0,0,0,0
6548.863708,6810.262582,6620.757921,0.006644792,0.006664893,0.006664669,9261.491874,-1.601711417,985418.7305,-16881.1619,9631.165707,2.609764486,1021801.885,-4389.549049,9363.165646,0.554489275,993185.6958,21170.46739,50,0,0,0,0
6550.210146,6808.157716,6619.706641,0.006645161,0.006663079,0.006664295,9263.396025,-1.601880566,985566.1291,-16914.28513,9628.188976,2.609937719,1021764.812,-4250.546863,9361.678911,0.554511783,993085.832,21066.29517,50,0,0,0,0
2992.705337,2835.190693,2355.933042,60.14757086,56.12374899,47.3418138,4232.324476,-2.461825692,49.75415517,-0.433836985,4009.56513,1.528581499,50.51635096,0.206520726,3331.792461,-0.375071003,49.76103836,0.571258399,50,1,1,1,0
2740.143815,2797.903622,2788.178046,55.48704728,55.69726362,55.34203621,3875.148546,-2.66692926,49.38340834,0.087501689,3956.833249,1.503500318,50.23087186,-0.572192245,3943.079206,-0.570441224,50.37843742,0.491600507,50,1,1,1,0
2689.27796,2868.979327,2801.09892,55.59766147,55.63813159,55.90453209,3803.213365,-2.699271644,48.36264102,-0.863160015,4057.349475,1.49406493,51.55542449,-0.992829744,3961.352082,-0.548003721,50.0713519,1.837099998,50,1,1,1,0
2726.948387,2862.20001,2774.129042,55.6522916,55.68274073,55.90233011,3856.487393,-2.703170686,48.9886974,-1.040695558,4047.762072,1.504731623,51.40066372,-0.359951724,3923.210915,-0.557583146,49.60513908,1.388536217,50,1,1,1,0
2723.808311,2863.287814,2776.517004,55.66033552,55.68516672,55.89714792,3852.046655,-2.702924319,48.92554432,-1.023747211,4049.30046,1.503220418,51.41748046,-0.422899952,3926.588003,-0.556772256,49.65116386,1.434789694,50,1,1,1,0
2725.845391,2865.904633,2771.349078,55.655905,55.67485114,55.89909661,3854.927521,-2.704798472,48.96413726,-1.11147826,4053.0012,1.504813483,51.47458403,-0.34623484,3919.279452,-0.556416919,49.55663674,1.445290714,50,1,1,1,0
2728.706062,2866.442559,2767.861513,55.65676974,55.67920674,55.89231899,3858.973121,-2.705300969,49.01397188,-1.146893771,4053.761942,1.506002973,51.48059334,-0.285111018,3914.34729,-0.556845898,49.50095327,1.420188298,50,1,1,1,0
2728.514241,2866.201415,2768.637847,55.66236489,55.68267359,55.89045976,3858.701845,-2.705098319,49.005909,-1.133407404,4053.420914,1.505538244,51.47298073,-0.298610631,3915.445192,-0.556949388,49.51648635,1.420569615,50,1,1,1,0
2729.068537,2865.716212,2768.209648,55.65562641,55.67855549,55.89444044,3859.485738,-2.705121282,49.02172365,-1.137032071,4052.734733,1.506073326,51.46815962,-0.283361385,3914.839627,-0.557085541,49.50563748,1.408513404,50,1,1,1,0
2729.293599,2865.205432,2768.503388,55.65694605,55.67700178,55.89515639,3859.804024,-2.705011191,49.02477339,-1.129771724,4052.012381,1.506031182,51.46041633,-0.284353151,3915.255039,-0.557199929,49.51043655,1.402300533,50,1,1,1,0
2729.644815,2865.470915,2768.243631,55.66227141,55.68173581,55.89228687,3860.300718,-2.70486425,49.02636197,-1.131074144,4052.38783,1.506083451,51.46082144,-0.282090841,3914.887687,-0.557110153,49.50834664,1.401753326,50,1,1,1,0
2729.068441,2865.455638,2768.414686,55.654562,55.67787204,55.89527359,3859.485601,-2.705069328,49.02275397,-1.132972397,4052.366226,1.50605442,51.46410486,-0.2845296,3915.129595,-0.55716639,49.50865277,1.405555755,50,1,1,1,0
2729.259778,2865.630939,2768.387787,55.65678107,55.68270294,55.89518752,3859.756193,-2.70507252,49.02425095,-1.132371959,4052.614139,1.505984688,51.4627943,-0.28340413,3915.091554,-0.557292078,49.50829216,1.403986395,50,1,1,1,0
2729.156121,2865.426459,2768.501025,55.65490421,55.67951607,55.89632181,3859.6096,-2.704936636,49.02406434,-1.13140841,4052.32496,1.506162577,51.46206323,-0.284162274,3915.251696,-0.557125294,49.50932379,1.403618535,50,1,1,1,0
2729.112931,2865.605986,2768.542766,55.65528707,55.68152918,55.89745299,3859.548521,-2.705046598,49.02292834,-1.13237649,4052.57885,1.5060619,51.46342411,-0.284657961,3915.310727,-0.557211907,49.50902754,1.40504912,50,1,1,1,0
2729.286652,2865.486337,2768.505856,55.65857851,55.67931282,55.89660958,3859.794198,-2.705027114,49.02315353,-1.13221382,4052.409641,1.506051758,51.46332449,-0.284529223,3915.258529,-0.557127788,49.50911845,1.404912797,50,1,1,1,0
2729.379581,2865.622919,2768.350442,55.65977035,55.68241609,55.89391269,3859.92562,-2.705025396,49.02377546,-1.132119646,4052.602797,1.505963053,51.46291277,-0.283878563,3915.03874,-0.557218649,49.50874243,1.404388798,50,1,1,1,0
2729.574023,2865.837698,2768.177845,55.66418151,55.68697271,55.88977919,3860.200603,-2.704958074,49.02339822,-1.13143918,4052.90654,1.50582951,51.4625564,-0.284279904,3914.794651,-0.557254177,49.50931313,1.404544085,50,1,1,1,0
6551.521478,6805.273871,6621.091003,0.006646026,0.006662435,0.006664023,9265.250528,-1.60135564,985641.1051,-16564.06283,9624.110604,2.609640912,1021430.309,-4350.155142,9363.636695,0.554203364,993339.3014,20822.79989,0.001,0,0,0,0
6550.010974,6809.32306,6618.942618,0.006645333,0.006663721,0.006663658,9263.114354,-1.601884449,985509.6732,-16971.23257,9629.837022,2.609819119,1021841.069,-4267.960136,9360.598419,0.554586915,993064.5093,21146.0647,0.001,0,0,0,0
6548.294721,6808.273083,6620.746396,0.006644132,0.006663194,0.006664453,9260.687205,-1.601690275,985431.7211,-16841.34969,9628.35213,2.609865894,1021763.753,-4401.34565,9363.149347,0.554605697,993216.8833,21138.4908,0.001,0,0,0,0
6550.00232,6810.017853,6619.324179,0.006645737,0.006664135,0.006663884,9263.102115,-1.601854367,985448.1723,-16983.05691,9630.819608,2.609760507,1021881.696,-4314.337338,9361.138027,0.554719113,993086.7949,21205.35436,0.001,0,0,0,0
6550.328781,6808.554722,6618.500279,0.006645139,0.006663203,0.006663494,9263.563801,-1.601971254,985586.2623,-16972.64113,9628.750428,2.609875433,1021805.484,-4202.684082,9359.972857,0.554452756,993023.9539,21081.58763,0.001,0,0,0,0
6550.106271,6809.377475,6619.131441,0.006645381,0.006663874,0.006663805,9263.249124,-1.601853387,985517.0636,-16958.31284,9629.913977,2.609837052,1021825.886,-4267.807054,9360.865455,0.554564437,993071.2188,21132.57086,0.001,0,0,0,0
6551.167751,6808.984618,6618.847129,0.0066462,0.006663619,0.006663623,9264.750283,-1.601895314,985555.5341,-16952.90142,9629.358392,2.60975513,1021806.125,-4236.323033,9360.463377,0.554558311,993056.3797,21100.68603,0.001,0,0,0,0
6550.228913,6809.348135,6621.136341,0.006645561,0.00666441,0.006665225,9263.422566,-1.601931693,985510.5997,-16856.32493,9629.872483,2.609679017,1021738.97,-4324.906311,9363.700812,0.554273738,993161.5416,21080.86582,0.001,0,0,0,0
6549.777572,6810.136661,6618.863864,0.00664468,0.006664665,0.006663911,9262.784274,-1.601915773,985571.2143,-16986.55347,9630.987628,2.609934825,1021818.67,-4207.598605,9360.487043,0.554303939,993015.8848,21097.20178,0.001,0,0,0,0
6550.258619,6808.222649,6619.674634,0.006645461,0.006663099,0.006664048,9263.464576,-1.601839761,985529.1479,-16899.34471,9628.280806,2.609820278,1021771.332,-4287.836682,9361.633646,0.554571285,993117.3473,21091.82546,0.001,0,0,0,0
6550.352303,6810.343047,6619.241885,0.006645709,0.006664561,0.006664099,9263.597065,-1.601863836,985504.7611,-16998.23799,9631.279502,2.609872197,1021865.433,-4258.603091,9361.021647,0.554608835,993043.1857,21163.74578,0.001,0,0,0,0
6549.429363,6809.524011,6619.203046,0.006644388,0.006664371,0.006663895,9262.291831,-1.601830762,985563.129,-16927.81333,9630.12121,2.609911006,1021771.69,-4243.081312,9360.96672,0.55427306,993069.7491,21072.54055,0.001,0,0,0,0
6551.016011,6809.581383,6617.812017,0.006645861,0.006663885,0.006663099,9264.53569,-1.601923489,985581.6616,-17026.36226,9630.202345,2.609863637,1021855.12,-4177.341227,9358.999508,0.554560819,992978.7652,21116.70935,0.001,0,0,0,0
6548.953209,6809.111394,6621.632937,0.006644819,0.006664126,0.006665229,9261.618448,-1.601528511,985429.2799,-16821.15509,9629.537682,2.609969701,1021746.736,-4412.625045,9364.403104,0.554684553,993234.3127,21129.45854,0.001,0,0,0,0
6548.506538,6809.474329,6620.393498,0.006644479,0.006663746,0.006664574,9260.986759,-1.601919143,985410.5272,-16940.58155,9630.050949,2.60979571,1021859.523,-4371.617447,9362.650273,0.554606961,993144.3528,21209.10966,0.001,0,0,0,0
6551.79109,6808.636797,6617.407492,0.006646011,0.006663429,0.006662862,9265.631817,-1.601823708,985676.5117,-16995.22398,9628.866499,2.610005217,1021783.526,-4110.820137,9358.427424,0.554518914,992955.3975,21020.89354,0.001,0,0,0,0
6549.385008,6810.700824,6619.993761,0.006645274,0.006664585,0.006664626,9262.229103,-1.601942708,985423.5245,-17011.93358,9631.785474,2.609836734,1021915.225,-4324.160487,9362.084959,0.55467965,993075.9621,21237.39028,0.001,0,0,0,0
6549.4443,6807.781796,6619.711569,0.006644641,0.006662514,0.006664222,9262.312954,-1.601850323,985527.7939,-16927.46146,9627.657346,2.610025134,1021794.879,-4278.962247,9361.68588,0.554674395,993096.6483,21104.90444,0.001,0,0,0,0
3555.810319,3438.638297,6462.159061,59.99086695,59.9774381,0.009958036,5028.675179,-2.620331475,59.16993641,3.485851125,4862.968916,-2.618758741,-57.22754317,-3.462530354,9138.872986,0.524743665,648938.8043,561.7772722,0.001,1,1,0,0
3426.110451,3314.187677,6737.059282,56.67896868,56.6656676,0.01010714,4845.251866,-2.620623146,59.71452513,-9.385832785,4686.969161,-2.625934091,-57.7279493,9.39028665,9527.640607,0.511698058,666562.6796,-1480.232279,0.001,1,1,0,0
3532.678824,3419.368463,6465.439119,57.15811017,57.14479217,0.00994091,4995.962305,-2.62629066,61.28616134,-7.994476352,4835.717256,-2.630615035,-59.29998621,7.998053029,9143.511689,0.534986278,650368.0823,4959.920766,0.001,1,1,0,0
3483.228045,3370.764065,6627.688446,56.77257901,56.75922422,0.010054669,4926.028343,-2.623646928,60.79590499,-8.257011585,4766.980256,-2.628180305,-58.80970779,8.26089845,9372.966887,0.515595463,659165.2169,-27.10940287,0.001,1,1,0,0
3463.111638,3351.750022,6603.009906,56.07575293,56.06242059,0.010010317,4897.579446,-2.621356681,61.34402077,-7.136474935,4740.090339,-2.625223244,-59.35818095,7.139798608,9338.066162,0.528254586,659616.6548,2227.380521,0.001,1,1,0,0
3524.646547,3414.542115,6553.530047,55.30526001,55.29182176,0.010023009,4984.602949,-2.628321948,63.45589334,-5.912702312,4828.891768,-2.631327327,-61.47094542,5.915505402,9268.091074,0.52138256,653844.8962,2170.725978,0.001,1,1,0,0
3462.327555,3353.831424,6607.909662,54.37422065,54.36082436,0.010015962,4896.470585,-2.622107377,63.54047615,-4.15071178,4743.033885,-2.624221004,-61.5558243,4.152727023,9344.995463,0.522480364,659737.215,905.8364055,0.001,1,1,0,0
3508.729569,3398.351205,6580.874252,55.32425532,55.31079407,0.010034265,4962.092944,-2.626414828,63.27876454,-4.247830584,4805.994363,-2.628595582,-61.29385872,4.249815682,9306.76162,0.525248222,655835.311,2515.283707,0.001,1,1,0,0
3480.726341,3372.868621,6584.300183,54.0413968,54.02798341,0.010011066,4922.490398,-2.624261982,64.2863759,-3.96474625,4769.956548,-2.626234532,-62.30203038,3.966679742,9311.606618,0.520938038,657701.3794,1030.69974,0.001,1,1,0,0
3490.935026,3382.927109,6585.999856,54.0586576,54.04520709,0.010022794,4936.927659,-2.625811879,64.52133194,-2.675929413,4784.181398,-2.627136204,-62.53711825,2.677178555,9314.010318,0.525835167,657097.7178,2412.368112,0.001,1,1,0,0
3491.8538,3385.867683,6577.761693,53.08596525,53.07252883,0.010016542,4938.227002,-2.62609894,65.6738699,-3.688062159,4788.339997,-2.6278571,-63.69019583,3.689865632,9302.359796,0.522620451,656687.3439,1801.887123,0.001,1,1,0,0
3484.313689,3376.382158,6587.745784,54.04275198,54.02931834,0.010018,4927.563675,-2.625923812,64.39212163,-3.234038358,4774.925439,-2.627529559,-62.40784761,3.235579116,9316.479433,0.523615965,657587.9462,1967.399173,0.001,1,1,0,0
3491.676112,3383.854641,6581.628557,53.97308263,53.95963684,0.010019287,4937.975712,-2.626208625,64.62837278,-2.889089346,4785.493127,-2.627633231,-62.64420046,2.890456621,9307.828367,0.524041616,656892.4449,2109.357808,0.001,1,1,0,0
3488.451001,3380.563441,6581.492033,54.00409473,53.99065543,0.010015919,4933.414717,-2.625659035,64.53399204,-2.830735651,4780.838667,-2.627059127,-62.54978022,2.832082755,9307.635294,0.523281216,657100.638,1810.84988,0.001,1,1,0,0
3490.644535,3382.670899,6584.624018,54.0494557,54.03600926,0.010021183,4936.516843,-2.626005075,64.51774392,-2.889536422,4783.819062,-2.62743486,-62.53352225,2.890905235,9312.064589,0.523844225,657067.3555,2019.067226,0.001,1,1,0,0
3489.126286,3381.389753,6581.435906,53.92795941,53.91451846,0.010016607,4934.369714,-2.625833931,64.63824377,-2.820815007,4782.007248,-2.627224575,-62.65408256,2.822156443,9307.555918,0.523457472,657049.6641,1889.063495,0.001,1,1,0,0
3489.981849,3382.049309,6584.32164,54.02533913,54.01189355,0.010020244,4935.579663,-2.62598963,64.53839491,-2.797125604,4782.940002,-2.627372971,-62.55418631,2.798450877,9311.636962,0.523628695,657098.9519,1961.783798,0.001,1,1,0,0
3488.749006,3380.897908,6582.808096,53.98458162,53.97113989,0.010017535,4933.836159,-2.625868485,64.56429833,-2.798399166,4781.311674,-2.627251326,-62.58010361,2.799724318,9309.496488,0.523923251,657125.4473,2000.72954,0.001,1,1,0,0
6551.521478,6805.273871,6621.091003,0.006646026,0.006662435,0.006664023,9265.250528,-1.60135564,985641.1051,-16564.06283,9624.110604,2.609640912,1021430.309,-4350.155142,9363.636695,0.554203364,993339.3014,20822.79989,1,0,0,0,0
6550.010974,6809.32306,6618.942618,0.006645333,0.006663721,0.006663658,9263.114354,-1.601884449,985509.6732,-16971.23257,9629.837022,2.609819119,1021841.069,-4267.960136,9360.598419,0.554586915,993064.5093,21146.0647,1,0,0,0,0
6548.294721,6808.273083,6620.746396,0.006644132,0.006663194,0.006664453,9260.687205,-1.601690275,985431.7211,-16841.34969,9628.35213,2.609865894,1021763.753,-4401.34565,9363.149347,0.554605697,993216.8833,21138.4908,1,0,0,0,0
6550.00232,6810.017853,6619.324179,0.006645737,0.006664135,0.006663884,9263.102115,-1.601854367,985448.1723,-16983.05691,9630.819608,2.609760507,1021881.696,-4314.337338,9361.138027,0.554719113,993086.7949,21205.35436,1,0,0,0,0
6550.328781,6808.554722,6618.500279,0.006645139,0.006663203,0.006663494,9263.563801,-1.601971254,985586.2623,-16972.64113,9628.750428,2.609875433,1021805.484,-4202.684082,9359.972857,0.554452756,993023.9539,21081.58763,1,0,0,0,0
6550.106271,6809.377475,6619.131441,0.006645381,0.006663874,0.006663805,9263.249124,-1.601853387,985517.0636,-16958.31284,9629.913977,2.609837052,1021825.886,-4267.807054,9360.865455,0.554564437,993071.2188,21132.57086,1,0,0,0,0
6551.167751,6808.984618,6618.847129,0.0066462,0.006663619,0.006663623,9264.750283,-1.601895314,985555.5341,-16952.90142,9629.358392,2.60975513,1021806.125,-4236.323033,9360.463377,0.554558311,993056.3797,21100.68603,1,0,0,0,0
6550.228913,6809.348135,6621.136341,0.006645561,0.00666441,0.006665225,9263.422566,-1.601931693,985510.5997,-16856.32493,9629.872483,2.609679017,1021738.97,-4324.906311,9363.700812,0.554273738,993161.5416,21080.86582,1,0,0,0,0
6549.777572,6810.136661,6618.863864,0.00664468,0.006664665,0.006663911,9262.784274,-1.601915773,985571.2143,-16986.55347,9630.987628,2.609934825,1021818.67,-4207.598605,9360.487043,0.554303939,993015.8848,21097.20178,1,0,0,0,0
6550.258619,6808.222649,6619.674634,0.006645461,0.006663099,0.006664048,9263.464576,-1.601839761,985529.1479,-16899.34471,9628.280806,2.609820278,1021771.332,-4287.836682,9361.633646,0.554571285,993117.3473,21091.82546,1,0,0,0,0
6550.352303,6810.343047,6619.241885,0.006645709,0.006664561,0.006664099,9263.597065,-1.601863836,985504.7611,-16998.23799,9631.279502,2.609872197,1021865.433,-4258.603091,9361.021647,0.554608835,993043.1857,21163.74578,1,0,0,0,0
6549.429363,6809.524011,6619.203046,0.006644388,0.006664371,0.006663895,9262.291831,-1.601830762,985563.129,-16927.81333,9630.12121,2.609911006,1021771.69,-4243.081312,9360.96672,0.55427306,993069.7491,21072.54055,1,0,0,0,0
6551.016011,6809.581383,6617.812017,0.006645861,0.006663885,0.006663099,9264.53569,-1.601923489,985581.6616,-17026.36226,9630.202345,2.609863637,1021855.12,-4177.341227,9358.999508,0.554560819,992978.7652,21116.70935,1,0,0,0,0
6548.953209,6809.111394,6621.632937,0.006644819,0.006664126,0.006665229,9261.618448,-1.601528511,985429.2799,-16821.15509,9629.537682,2.609969701,1021746.736,-4412.625045,9364.403104,0.554684553,993234.3127,21129.45854,1,0,0,0,0
6548.506538,6809.474329,6620.393498,0.006644479,0.006663746,0.006664574,9260.986759,-1.601919143,985410.5272,-16940.58155,9630.050949,2.60979571,1021859.523,-4371.617447,9362.650273,0.554606961,993144.3528,21209.10966,1,0,0,0,0
6551.79109,6808.636797,6617.407492,0.006646011,0.006663429,0.006662862,9265.631817,-1.601823708,985676.5117,-16995.22398,9628.866499,2.610005217,1021783.526,-4110.820137,9358.427424,0.554518914,992955.3975,21020.89354,1,0,0,0,0
6549.385008,6810.700824,6619.993761,0.006645274,0.006664585,0.006664626,9262.229103,-1.601942708,985423.5245,-17011.93358,9631.785474,2.609836734,1021915.225,-4324.160487,9362.084959,0.55467965,993075.9621,21237.39028,1,0,0,0,0
6549.4443,6807.781796,6619.711569,0.006644641,0.006662514,0.006664222,9262.312954,-1.601850323,985527.7939,-16927.46146,9627.657346,2.610025134,1021794.879,-4278.962247,9361.68588,0.554674395,993096.6483,21104.90444,1,0,0,0,0
3555.810319,3438.638297,6462.159061,59.99086695,59.9774381,0.009958036,5028.675179,-2.620331475,59.16993641,3.485851125,4862.968916,-2.618758741,-57.22754317,-3.462530354,9138.872986,0.524743665,648938.8043,561.7772722,1,1,1,0,0
3426.110451,3314.187677,6737.059282,56.67896868,56.6656676,0.01010714,4845.251866,-2.620623146,59.71452513,-9.385832785,4686.969161,-2.625934091,-57.7279493,9.39028665,9527.640607,0.511698058,666562.6796,-1480.232279,1,1,1,0,0
3532.678824,3419.368463,6465.439119,57.15811017,57.14479217,0.00994091,4995.962305,-2.62629066,61.28616134,-7.994476352,4835.717256,-2.630615035,-59.29998621,7.998053029,9143.511689,0.534986278,650368.0823,4959.920766,1,1,1,0,0
3483.228045,3370.764065,6627.688446,56.77257901,56.75922422,0.010054669,4926.028343,-2.623646928,60.79590499,-8.257011585,4766.980256,-2.628180305,-58.80970779,8.26089845,9372.966887,0.515595463,659165.2169,-27.10940287,1,1,1,0,0
3463.111638,3351.750022,6603.009906,56.07575293,56.06242059,0.010010317,4897.579446,-2.621356681,61.34402077,-7.136474935,4740.090339,-2.625223244,-59.35818095,7.139798608,9338.066162,0.528254586,659616.6548,2227.380521,1,1,1,0,0
3524.646547,3414.542115,6553.530047,55.30526001,55.29182176,0.010023009,4984.602949,-2.628321948,63.45589334,-5.912702312,4828.891768,-2.631327327,-61.47094542,5.915505402,9268.091074,0.52138256,653844.8962,2170.725978,1,1,1,0,0
3462.327555,3353.831424,6607.909662,54.37422065,54.36082436,0.010015962,4896.470585,-2.622107377,63.54047615,-4.15071178,4743.033885,-2.624221004,-61.5558243,4.152727023,9344.995463,0.522480364,659737.215,905.8364055,1,1,1,0,0
3508.729569,3398.351205,6580.874252,55.32425532,55.31079407,0.010034265,4962.092944,-2.626414828,63.27876454,-4.247830584,4805.994363,-2.628595582,-61.29385872,4.249815682,9306.76162,0.525248222,655835.311,2515.283707,1,1,1,0,0
3480.726341,3372.868621,6584.300183,54.0413968,54.02798341,0.010011066,4922.490398,-2.624261982,64.2863759,-3.96474625,4769.956548,-2.626234532,-62.30203038,3.966679742,9311.606618,0.520938038,657701.3794,1030.69974,1,1,1,0,0
3490.935026,3382.927109,6585.999856,54.0586576,54.04520709,0.010022794,4936.927659,-2.625811879,64.52133194,-2.675929413,4784.181398,-2.627136204,-62.53711825,2.677178555,9314.010318,0.525835167,657097.7178,2412.368112,1,1,1,0,0
3491.8538,3385.867683,6577.761693,53.08596525,53.07252883,0.010016542,4938.227002,-2.62609894,65.6738699,-3.688062159,4788.339997,-2.6278571,-63.69019583,3.689865632,9302.359796,0.522620451,656687.3439,1801.887123,1,1,1,0,0
3484.313689,3376.382158,6587.745784,54.04275198,54.02931834,0.010018,4927.563675,-2.625923812,64.39212163,-3.234038358,4774.925439,-2.627529559,-62.40784761,3.235579116,9316.479433,0.523615965,657587.9462,1967.399173,1,1,1,0,0
3491.676112,3383.854641,6581.628557,53.97308263,53.95963684,0.010019287,4937.975712,-2.626208625,64.62837278,-2.889089346,4785.493127,-2.627633231,-62.64420046,2.890456621,9307.828367,0.524041616,656892.4449,2109.357808,1,1,1,0,0
3488.451001,3380.563441,6581.492033,54.00409473,53.99065543,0.010015919,4933.414717,-2.625659035,64.53399204,-2.830735651,4780.838667,-2.627059127,-62.54978022,2.832082755,9307.635294,0.523281216,657100.638,1810.84988,1,1,1,0,0
3490.644535,3382.670899,6584.624018,54.0494557,54.03600926,0.010021183,4936.516843,-2.626005075,64.51774392,-2.889536422,4783.819062,-2.62743486,-62.53352225,2.890905235,9312.064589,0.523844225,657067.3555,2019.067226,1,1,1,0,0
3489.126286,3381.389753,6581.435906,53.92795941,53.91451846,0.010016607,4934.369714,-2.625833931,64.63824377,-2.820815007,4782.007248,-2.627224575,-62.65408256,2.822156443,9307.555918,0.523457472,657049.6641,1889.063495,1,1,1,0,0
3489.981849,3382.049309,6584.32164,54.02533913,54.01189355,0.010020244,4935.579663,-2.62598963,64.53839491,-2.797125604,4782.940002,-2.627372971,-62.55418631,2.798450877,9311.636962,0.523628695,657098.9519,1961.783798,1,1,1,0,0
3488.749006,3380.897908,6582.808096,53.98458162,53.97113989,0.010017535,4933.836159,-2.625868485,64.56429833,-2.798399166,4781.311674,-2.627251326,-62.58010361,2.799724318,9309.496488,0.523923251,657125.4473,2000.72954,1,1,1,0,0
6552.486136,6804.979548,6620.363241,0.00664635,0.006662421,0.006663682,9266.614761,-1.601310968,985738.1617,-16569.54305,9623.694368,2.60975166,1021388.659,-4262.879923,9362.607483,0.554127807,993282.6465,20744.73107,10,0,0,0,0
6550.018806,6809.261265,6620.310856,0.006645456,0.006664036,0.006664558,9263.12543,-1.601775378,985493.8925,-16896.79453,9629.749631,2.609838551,1021783.374,-4318.797229,9362.5334,0.554558326,993136.1995,21118.1945,10,0,0,0,0
6548.518698,6808.833577,6620.264528,0.00664434,0.006663433,0.00666429,9261.003955,-1.601730781,985433.6414,-16897.43591,9629.144788,2.609900833,1021811.47,-4371.953956,9362.467882,0.554670533,993168.1459,21167.249,10,0,0,0,0
6548.882661,6809.598709,6620.065075,0.006645066,0.006663813,0.006664082,9261.518677,-1.601885147,985380.2033,-16930.27606,9630.226848,2.609622351,1021867.892,-4399.628018,9362.185813,0.554660547,993167.8742,21233.06589,10,0,0,0,0
6549.935407,6809.153411,6618.971508,0.00664519,0.006663593,0.006663715,9263.007485,-1.601917963,985519.47,-16970.36769,9629.597102,2.609829778,1021835.306,-4260.698756,9360.639275,0.554550896,993060.5381,21136.69274,10,0,0,0,0
6550.787266,6808.585374,6618.192602,0.006645572,0.006663301,0.006663148,9264.212196,-1.601895744,985591.1591,-16961.69185,9628.793777,2.60982719,1021795.154,-4201.531979,9359.537736,0.554488216,993029.476,21074.05649,10,0,0,0,0
